peak_group,group_two_theta,frame_count,frame_coverage_fraction,longest_consecutive_run,median_position,position_mad_deg,pressure_position_slope_deg_per_gpa,max_roi_area,mean_confidence_tier,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,frames_present
487,19.139074,6,0.352941,2,19.1439,0.000766504,0.000193697,0.000728381,2.125,1,7,0,matched;micro;raw;shoulder,2;3,1.5GPa;3.9GPa;5GPa;7.4GPa;12.8GPa;15.6GPa
488,19.171095,8,0.470588,3,19.1711,0.00511719,0.000374461,0.000634678,2.33333,3,6,0,bump;matched;micro;raw;residual;shoulder,2,1GPa;2.3GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa
489,19.198230,5,0.294118,2,19.1921,0,-0.000404543,0.000633687,2.8,4,1,0,matched;micro;raw;shoulder,3;8,5GPa;6.2GPa;7.4GPa;9.8GPa;13.3GPa
490,19.232065,8,0.470588,4,19.2272,0.00352991,-0.000503212,0.00112272,2.36364,4,7,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;13.3GPa;15.6GPa
491,19.264009,11,0.647059,4,19.2702,0.000923184,-0.000443877,0.00129343,2.85714,12,2,0,bump;matched;micro;raw;shoulder,2;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa;15.6GPa
492,19.296973,3,0.176471,1,19.2973,0.0103849,-0.00130453,0.0010124,2.66667,2,1,0,matched;micro;raw;shoulder,3;8,0.7GPa;5GPa;10.4GPa
493,19.334402,2,0.117647,1,19.3299,0.00450737,-0.0016694,0.000236263,2,0,2,0,matched;raw;residual,5,5GPa;10.4GPa
494,19.363075,7,0.411765,2,19.3534,0.00321655,-0.000560497,9.02503e-05,2.14286,1,6,0,matched;micro;raw;residual;shoulder,2;3,1.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;15.6GPa
495,19.383063,6,0.352941,3,19.3819,0.000183818,0.00062515,0.0003059,2.33333,2,4,0,matched;micro;raw;shoulder,2;8,1.5GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa
496,19.433868,9,0.529412,2,19.4293,0.00574391,-0.000284054,0.00013443,2.45455,5,6,0,matched;micro;raw;shoulder,2;3;5,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa
497,19.464641,9,0.529412,3,19.4656,0.00469528,7.68958e-06,0.000108102,2.55556,5,4,0,matched;micro;raw;residual;shoulder,2;3,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa
498,19.496949,6,0.352941,2,19.4937,0.0011111,0.000206197,0.000471116,2.85714,6,1,0,bump;matched;micro;raw;residual;shoulder,2;3,0.7GPa;1GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa
499,19.524285,9,0.529412,3,19.5357,0.00426518,-0.000123475,0.000752741,2.36364,4,7,0,bump;matched;micro;raw;residual;shoulder,2;8,1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa
500,19.582545,10,0.588235,4,19.5875,0.00438192,-0.000451825,0.00148438,2.76923,10,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa
501,19.611824,13,0.764706,6,19.6112,0.00790773,0.000375255,0.00140683,2.875,14,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
502,19.660197,8,0.470588,2,19.662,0.00457854,0.000155153,0.000807844,2.33333,3,6,0,bump;matched;micro;raw;residual;shoulder,8,0.7GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa
503,19.689975,3,0.176471,1,19.6823,0,0.00095601,0.000251019,2.33333,1,2,0,matched;micro;raw;shoulder,2,2.3GPa;6.2GPa;10.4GPa
504,19.714307,5,0.294118,2,19.714,0,-0.000625548,9.95203e-05,2.33333,2,4,0,matched;micro;raw;shoulder,2,1.5GPa;6.2GPa;7.4GPa;8.5GPa;12.8GPa
505,19.755142,9,0.529412,4,19.7461,0.000484375,0.000518951,0.000151718,2.63636,7,4,0,matched;micro;raw;shoulder,2;3,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa
506,19.784234,5,0.294118,2,19.7772,0,0.000597842,0.000526932,2.6,3,2,0,bump;matched;micro;raw;shoulder,2;3,0.7GPa;3.9GPa;6.2GPa;6.6GPa;9.8GPa
507,19.807016,4,0.235294,1,19.8022,0,-0.000223078,0.000658926,2.75,3,1,0,matched;micro;raw;shoulder,2;3,0.7GPa;2.4GPa_decomp;10.4GPa;15.6GPa
508,19.850884,9,0.529412,3,19.8443,0.0120603,0.00125781,0.000854304,2.45455,5,6,0,bump;matched;micro;raw;shoulder,2,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa
509,19.877637,4,0.235294,1,19.8723,0.000171015,0.000705361,0.000235899,2.66667,4,2,0,matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;1.3GPa;9.8GPa;12.8GPa
510,19.902364,8,0.470588,6,19.9038,0.00341317,-0.000434067,0.00036296,2.22222,2,7,0,bump;matched;micro;raw;residual;shoulder,2;8,0.7GPa;1.5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa
511,19.942969,7,0.411765,3,19.9468,0.00701169,0.00108169,0.000266835,2.625,5,3,0,matched;micro;raw;shoulder,2;3,0.7GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa
512,19.974941,7,0.411765,3,19.9828,0.000824874,0.000678372,0.00412462,2.25,2,6,0,bump;matched;micro;raw;shoulder,2;3;5,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa
513,19.998674,6,0.352941,2,19.9987,7.11723e-05,-0.000527453,0.00808904,2.66667,4,2,0,matched;micro;raw;shoulder,2;3,0.7GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa
514,20.045809,5,0.294118,2,20.0303,0.00372653,-0.00116404,0.0174755,2.8,4,1,0,bump;matched;micro;raw;shoulder,3;5,1GPa;1.3GPa;5GPa;6.6GPa;15.6GPa
515,20.070543,8,0.470588,3,20.0732,0.00947197,-0.000124593,0.0238073,2.8,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;12.8GPa;13.3GPa;15.6GPa
516,20.108952,7,0.411765,2,20.103,0.00767988,0.000563846,0.0289033,2.75,6,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa
517,20.144242,10,0.588235,5,20.141,0.0022478,-8.48975e-05,0.022392,2.38462,5,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
518,20.188756,8,0.470588,3,20.1884,0.0063993,-0.000559013,0.00380987,2.44444,4,5,0,matched;micro;raw;residual;shoulder,2;3,1.3GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa
519,20.205970,6,0.352941,2,20.2089,0.00460721,0.000275995,0.00138667,2.55556,5,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;2.4GPa_decomp;6.2GPa;8.5GPa;10.4GPa;12.8GPa
520,20.241382,8,0.470588,2,20.2434,0.0075232,-0.000521942,0.00149503,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;1.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;9.8GPa;12.8GPa
521,20.268231,8,0.470588,5,20.279,0.0114622,-0.00090354,0.00135672,2.55556,5,4,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;1GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
522,20.303217,7,0.411765,3,20.307,0.00787803,0.000683416,0.0127652,2.44444,4,5,0,bump;matched;micro;raw;shoulder,2;3;8,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;6.6GPa;9.8GPa;13.3GPa
523,20.361743,8,0.470588,3,20.3624,0,-0.000770858,0.0277147,2.63636,7,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa
524,20.389239,8,0.470588,3,20.3912,0.0129409,0.000585119,0.0282567,2.45455,5,6,0,matched;micro;raw;shoulder,2;3,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;13.3GPa;15.6GPa
525,20.409954,3,0.176471,1,20.4099,0,-0.000432292,0.0186272,2.25,1,3,0,matched;micro;raw;shoulder,5,1GPa;1.5GPa;12.8GPa
526,20.464938,7,0.411765,3,20.4613,0.00790773,3.05451e-05,0.0156581,2.9,9,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;5GPa;6.2GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa
527,20.492044,8,0.470588,3,20.4889,0,-0.000356521,0.0128312,2.6,6,4,0,matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa
528,20.521963,9,0.529412,4,20.5206,0.00318788,-4.82607e-05,0.00734646,2.5,5,5,0,bump;matched;micro;raw;shoulder,2;3;5,1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;15.6GPa
529,20.578217,8,0.470588,3,20.5707,0.00701169,-0.00139996,0.000574803,2.6,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1.5GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;15.6GPa
530,20.601307,5,0.294118,2,20.6015,0.00187504,0.000186871,0.000754216,2.42857,3,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,1.5GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa
531,20.629734,7,0.411765,2,20.6313,0.00170914,-0.000523403,0.00072128,2.375,3,5,0,bump;matched;micro;raw;shoulder,2;3,1.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;8.5GPa;9.8GPa;15.6GPa
532,20.666938,9,0.529412,3,20.6708,0.00790773,-0.000482729,0.0016273,2.57143,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa
533,20.701752,9,0.529412,2,20.6997,0.00514586,-0.00028252,0.00147971,2.61538,8,5,0,matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;15.6GPa
534,20.728529,9,0.529412,4,20.7277,0.00156168,0.000170705,0.00110398,2.77778,7,2,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;9.8GPa;15.6GPa
535,20.768490,5,0.294118,2,20.7736,0.0102088,0.00046461,0.00098222,2.57143,4,3,0,matched;micro;raw;shoulder,2;3,2.3GPa;3.9GPa;5GPa;13.3GPa;15.6GPa
536,20.800652,11,0.647059,3,20.7973,0.00790773,0.000206295,0.000875673,2.64286,9,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa
537,20.829780,7,0.411765,5,20.8314,0.00549148,5.55357e-05,0.00128874,2.5,5,5,0,matched;micro;raw;shoulder,2;3;5;8,1.5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa
538,20.868494,1,0.0588235,1,20.8606,0.00790773,,0.00100464,3,2,0,0,matched;micro;shoulder,2,12.8GPa
539,20.909842,11,0.647059,4,20.91,0.00592005,0.000219207,0.000609999,2.66667,10,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
540,20.942003,11,0.647059,7,20.9428,0.00927126,0.0006814,0.000511011,2.5,6,6,0,bump;matched;micro;raw;shoulder,2;3;5;8,0.7GPa;1GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa
541,20.980129,3,0.176471,1,20.9661,0,0.000369632,0.000439091,2.66667,2,1,0,matched;micro;raw;shoulder,3,1.3GPa;10.4GPa;13.3GPa
542,21.009260,7,0.411765,2,21.0082,0.00264922,0.000785179,0.000403557,2.6,6,4,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;2.4GPa_decomp;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa
543,21.036149,7,0.411765,3,21.0394,0.0031167,8.73274e-05,0.000470196,2.75,6,2,0,bump;matched;micro;raw;residual;shoulder,2;3;8,1.5GPa;2.3GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa
544,21.077226,8,0.470588,5,21.0783,0.0116097,0.00121255,0.000342202,2.63636,7,4,0,matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa
545,21.115799,11,0.647059,5,21.1204,0.00117049,0.000234404,0.000864127,2.61538,8,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
546,21.152403,12,0.705882,9,21.1532,0.00237734,-0.000324648,0.00171523,2.3125,5,11,0,matched;micro;raw;residual;shoulder,2;5;8,1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa
547,21.189583,13,0.764706,6,21.1905,0.00790773,-9.88171e-06,0.00279348,2.45,9,11,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa
548,21.240395,9,0.529412,2,21.2466,0.00148385,-0.000552656,0.000521,2.73333,11,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;12.8GPa
549,21.276275,11,0.647059,6,21.2797,0.00895534,-7.78881e-06,0.000568855,2.5,7,7,0,matched;micro;raw;shoulder,2;3,0.7GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa
550,21.316712,1,0.0588235,1,21.3167,0,,0.000371573,2,0,1,0,raw,,13.3GPa
551,21.373106,7,0.411765,4,21.3728,0.00179721,-0.00253709,0.000916363,2.33333,3,6,0,bump;matched;micro;raw;shoulder,2;3,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;10.4GPa
552,21.395200,8,0.470588,3,21.3904,0.0035893,0.00020778,0.001069,2.6,6,4,0,bump;matched;micro;raw;shoulder,2;3,2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa
553,21.418090,6,0.352941,3,21.4149,0,-0.000246336,0.00126489,2.66667,4,2,0,bump;matched;micro;raw;shoulder,2;5,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;6.6GPa;15.6GPa
554,21.446018,10,0.588235,4,21.4429,0.00505779,1.13144e-05,0.00394693,2.66667,8,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa;15.6GPa
555,21.475758,10,0.588235,5,21.471,0.00147361,0.000636234,0.0120874,2.69231,9,4,0,bump;matched;micro;raw;residual;shoulder,3;8,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;12.8GPa;15.6GPa
556,21.513302,13,0.764706,5,21.513,0.0119128,3.13095e-05,0.0192233,2.64706,11,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
557,21.540847,12,0.705882,7,21.5448,0.01028,-0.000173465,0.0210803,2.625,10,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa
558,21.574012,6,0.352941,3,21.5802,0.00295234,9.22573e-05,0.0127326,2.875,7,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,1GPa;1.3GPa;1.5GPa;5GPa;6.6GPa;10.4GPa
559,21.608964,6,0.352941,2,21.5972,0.00116025,0.000117615,0.0021487,2.42857,3,4,0,bump;matched;micro;raw;shoulder,2;3,0.7GPa;1GPa;1.5GPa;5GPa;12.8GPa;15.6GPa
560,21.629975,7,0.411765,3,21.6276,0,1.10882e-05,0.000920816,2.625,5,3,0,matched;micro;raw;shoulder,2,1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa
561,21.665922,7,0.411765,2,21.6712,0.00701169,-0.000216336,0.000443852,2.5,4,4,0,matched;micro;raw;shoulder,2;3,1GPa;1.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;13.3GPa;15.6GPa
562,21.706648,7,0.411765,2,21.7067,0.00263898,-0.000214402,0.00418019,2.66667,6,3,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;9.8GPa
563,21.724422,8,0.470588,3,21.7234,0.000846891,-0.000324432,0.00527201,2.6,6,4,0,bump;matched;micro;raw;shoulder,2;3,1GPa;1.3GPa;2.3GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa
564,21.760246,11,0.647059,6,21.7655,0.00790773,-0.000467814,0.00323253,2.42857,6,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
565,21.798739,10,0.588235,3,21.7935,0.0077019,-0.000329639,0.000914405,2.63636,7,4,0,bump;matched;micro;raw;residual;shoulder,2;5,1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa
566,21.827572,6,0.352941,3,21.8253,0.00790773,-0.000439812,0.000698162,2.625,5,3,0,bump;matched;micro;raw;shoulder,2;5;8,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;12.8GPa
567,21.851198,10,0.588235,5,21.8496,0.000533531,0.000120189,0.000661493,2.42857,6,8,0,bump;matched;micro;raw;shoulder,2;3;5;8,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa
568,21.890376,7,0.411765,2,21.8862,0.00701169,-0.000274134,0.000551131,2.8,8,2,0,matched;micro;raw;residual;shoulder,2;3;5;8,1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa
569,21.919529,5,0.294118,2,21.916,0.00369427,-0.000675191,0.000485239,2.5,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;12.8GPa
570,21.950967,7,0.411765,2,21.9538,0.00600556,8.12446e-05,0.000785412,2.5,4,4,0,bump;matched;micro;raw;shoulder,3;8,0.7GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa
571,21.977047,8,0.470588,2,21.9756,0,-8.33163e-05,0.000776111,2.44444,4,5,0,bump;matched;micro;raw;residual;shoulder,2;5,1.5GPa;2.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa
572,22.011887,10,0.588235,4,22.023,0.00886727,-0.000135971,0.000665784,2.53846,7,6,0,matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa
573,22.048567,10,0.588235,3,22.0459,0.00707518,-0.000115254,0.000558198,2.46154,6,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa
574,22.083248,11,0.647059,4,22.0705,0,0.000424171,0.000475181,2.5,6,6,0,matched;micro;raw;residual;shoulder,2;3;5,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa
575,22.109468,3,0.176471,1,22.1021,0,-0.00209025,0.000634015,2.33333,1,2,0,matched;micro;raw;shoulder,2;3,6.2GPa;8.5GPa;12.8GPa
576,22.151037,12,0.705882,3,22.1496,0.00855391,-3.72585e-05,0.000253607,2.73333,11,4,0,bump;matched;micro;raw;shoulder,2;3;8,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa
577,22.198105,5,0.294118,2,22.197,0.00317763,-0.000108619,0.000962146,2.42857,3,4,0,bump;matched;micro;raw;residual;shoulder,2;5,1.3GPa;1.5GPa;5GPa;6.2GPa;12.8GPa
578,22.234110,14,0.823529,11,22.2286,0.0136168,0.00038014,0.000730056,2.63636,14,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa
579,22.258317,4,0.235294,1,22.2682,0.00790773,-0.00123376,0.000834419,2.25,1,3,0,matched;micro;raw;shoulder,3;5,1GPa;2.4GPa_decomp;6.2GPa;10.4GPa
580,22.307337,5,0.294118,2,22.2998,0.00790773,0.00016475,0.000573756,2.5,3,3,0,matched;micro;raw;residual;shoulder,2;3,1GPa;1.5GPa;9.8GPa;12.8GPa;13.3GPa
581,22.325904,8,0.470588,3,22.3264,0.00286427,0.00017666,0.000574383,2.61538,8,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;8.5GPa;12.8GPa
582,22.359348,7,0.411765,3,22.3552,0.000719909,-0.00074774,0.000752306,2.33333,3,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa
583,22.402628,9,0.529412,3,22.3996,0.00701169,-0.000443373,0.00189219,2.6,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa
584,22.430551,11,0.647059,4,22.4184,0,0.000134217,0.00168262,2.69231,9,4,0,matched;micro;raw;shoulder,2;3;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa
585,22.451263,3,0.176471,1,22.4501,0,0.00018881,0.00164737,2.66667,2,1,0,matched;micro;raw;residual;shoulder,2;5,5GPa;12.8GPa;15.6GPa
586,22.502717,8,0.470588,2,22.5133,0,0.000105021,0.000460438,2.77778,7,2,0,bump;matched;micro;raw;shoulder,2,0.7GPa;1GPa;1.5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa
587,22.541835,8,0.470588,3,22.5449,0.00582174,0.000553541,0.00093433,2.72727,8,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa
588,22.570914,13,0.764706,5,22.5766,0.00223755,5.48144e-05,0.000846804,2.58824,10,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
589,22.603932,11,0.647059,5,22.6069,0.00134663,0.000360992,0.0014541,2.64286,9,5,0,matched;micro;raw;residual;shoulder,2;3;5,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa
590,22.635276,8,0.470588,3,22.6398,0.00246541,-0.000207067,0.00264896,2.3,3,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;15.6GPa
591,22.663684,8,0.470588,4,22.663,0.00730047,0.00059585,0.00281711,2.66667,6,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
592,22.691018,5,0.294118,2,22.691,0.00371629,0.000226138,0.00211341,2.6,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,0.7GPa;6.2GPa;8.5GPa;13.3GPa;15.6GPa
593,22.736872,12,0.705882,5,22.7347,0.0158155,0.000294076,0.00186834,2.52381,11,10,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
594,22.778824,6,0.352941,2,22.7664,0.00524417,0.00204724,0.00215829,2.42857,3,4,0,matched;micro;raw;shoulder,2;3,0.7GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;13.3GPa
595,22.804800,6,0.352941,3,22.8138,0,0.000490927,0.00125409,2.375,3,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1.5GPa;3.9GPa;5GPa;7.4GPa;8.5GPa;9.8GPa
596,22.833158,8,0.470588,4,22.8312,0.00161083,7.08538e-05,0.0007601,2.6,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa
