peak_group,group_two_theta,frame_count,frames_present,max_roi_area,frame_coverage_fraction,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,heatmap,matrix
280,11.778156,3,1GPa;1.5GPa;8.5GPa,0.0238773,0.176471,3,1,0,bump;matched;micro;raw;shoulder,3;5;8,per_peak_heatmaps/peak_group_280_11.778deg_correlation.png,per_peak_matrices/peak_group_280_11.778deg_correlation.csv
281,11.807565,4,1.3GPa;1.5GPa;3.9GPa;9.8GPa,0.0123047,0.235294,1,3,0,matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_281_11.808deg_correlation.png,per_peak_matrices/peak_group_281_11.808deg_correlation.csv
282,11.837922,2,1GPa;2.3GPa,0.00483728,0.117647,2,1,0,bump;matched;micro;raw;residual;shoulder,3,per_peak_heatmaps/peak_group_282_11.838deg_correlation.png,per_peak_matrices/peak_group_282_11.838deg_correlation.csv
283,11.880232,4,0.7GPa;6.2GPa;7.4GPa;12.8GPa,0.00382838,0.235294,0,4,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_283_11.880deg_correlation.png,per_peak_matrices/peak_group_283_11.880deg_correlation.csv
284,11.929870,6,1GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;13.3GPa,0.00194345,0.352941,4,4,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_284_11.930deg_correlation.png,per_peak_matrices/peak_group_284_11.930deg_correlation.csv
285,11.967093,6,0.7GPa;3.9GPa;5GPa;9.8GPa;10.4GPa;15.6GPa,0.00336594,0.352941,4,4,0,bump;matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_285_11.967deg_correlation.png,per_peak_matrices/peak_group_285_11.967deg_correlation.csv
286,12.004774,3,1.3GPa;5GPa;6.2GPa,0.00298188,0.176471,3,0,0,bump;matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_286_12.005deg_correlation.png,per_peak_matrices/peak_group_286_12.005deg_correlation.csv
287,12.030774,4,1GPa;1.5GPa;3.9GPa;6.2GPa,0.00274235,0.235294,2,3,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_287_12.031deg_correlation.png,per_peak_matrices/peak_group_287_12.031deg_correlation.csv
288,12.062840,7,1.5GPa;2.3GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00208733,0.411765,2,6,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_288_12.063deg_correlation.png,per_peak_matrices/peak_group_288_12.063deg_correlation.csv
289,12.093826,6,0.7GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa,0.00254745,0.352941,4,3,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_289_12.094deg_correlation.png,per_peak_matrices/peak_group_289_12.094deg_correlation.csv
290,12.141705,8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa,0.00296373,0.470588,7,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_290_12.142deg_correlation.png,per_peak_matrices/peak_group_290_12.142deg_correlation.csv
291,12.171766,7,1GPa;1.3GPa;1.5GPa;2.3GPa;6.6GPa;12.8GPa;15.6GPa,0.00181386,0.411765,3,5,0,matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_291_12.172deg_correlation.png,per_peak_matrices/peak_group_291_12.172deg_correlation.csv
292,12.202149,4,2.3GPa;6.2GPa;7.4GPa;12.8GPa,0.00098613,0.235294,2,3,0,matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_292_12.202deg_correlation.png,per_peak_matrices/peak_group_292_12.202deg_correlation.csv
293,12.248820,5,1.5GPa;5GPa;9.8GPa;10.4GPa;15.6GPa,0.00143054,0.294118,3,3,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_293_12.249deg_correlation.png,per_peak_matrices/peak_group_293_12.249deg_correlation.csv
294,12.280555,4,0.7GPa;1.3GPa;3.9GPa;5GPa,0.000975892,0.235294,3,1,0,matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_294_12.281deg_correlation.png,per_peak_matrices/peak_group_294_12.281deg_correlation.csv
295,12.312070,8,1GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;15.6GPa,0.000217464,0.470588,5,5,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_295_12.312deg_correlation.png,per_peak_matrices/peak_group_295_12.312deg_correlation.csv
296,12.341471,8,1.5GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa,0.000220458,0.470588,5,4,0,matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_296_12.341deg_correlation.png,per_peak_matrices/peak_group_296_12.341deg_correlation.csv
297,12.364165,3,1GPa;9.8GPa;12.8GPa,0.00047327,0.176471,1,2,0,micro;raw;shoulder,,per_peak_heatmaps/peak_group_297_12.364deg_correlation.png,per_peak_matrices/peak_group_297_12.364deg_correlation.csv
298,12.398860,7,0.7GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa,0.000502729,0.411765,4,4,0,matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_298_12.399deg_correlation.png,per_peak_matrices/peak_group_298_12.399deg_correlation.csv
299,12.435389,9,0.7GPa;1GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.00119709,0.529412,9,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_299_12.435deg_correlation.png,per_peak_matrices/peak_group_299_12.435deg_correlation.csv
300,12.457224,10,0.7GPa;1GPa;1.5GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.000830779,0.588235,6,5,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_300_12.457deg_correlation.png,per_peak_matrices/peak_group_300_12.457deg_correlation.csv
301,12.484556,9,1GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;13.3GPa,0.00111731,0.529412,2,8,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_301_12.485deg_correlation.png,per_peak_matrices/peak_group_301_12.485deg_correlation.csv
302,12.517073,6,0.7GPa;1.3GPa;3.9GPa;9.8GPa;10.4GPa;15.6GPa,0.00118909,0.352941,5,2,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_302_12.517deg_correlation.png,per_peak_matrices/peak_group_302_12.517deg_correlation.csv
303,12.552228,9,1GPa;1.3GPa;1.5GPa;2.3GPa;6.6GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.00172671,0.529412,5,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_303_12.552deg_correlation.png,per_peak_matrices/peak_group_303_12.552deg_correlation.csv
304,12.593728,6,0.7GPa;1GPa;1.5GPa;3.9GPa;8.5GPa;12.8GPa,0.00191442,0.352941,2,5,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_304_12.594deg_correlation.png,per_peak_matrices/peak_group_304_12.594deg_correlation.csv
305,12.640937,10,1.3GPa;1.5GPa;2.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00329955,0.588235,6,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_305_12.641deg_correlation.png,per_peak_matrices/peak_group_305_12.641deg_correlation.csv
306,12.669776,8,0.7GPa;1GPa;1.5GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa;12.8GPa,0.0029115,0.470588,3,5,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_306_12.670deg_correlation.png,per_peak_matrices/peak_group_306_12.670deg_correlation.csv
307,12.692701,9,1.5GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.00153744,0.529412,3,6,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_307_12.693deg_correlation.png,per_peak_matrices/peak_group_307_12.693deg_correlation.csv
308,12.733688,4,1GPa;3.9GPa;10.4GPa;13.3GPa,0.000397133,0.235294,2,2,0,matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_308_12.734deg_correlation.png,per_peak_matrices/peak_group_308_12.734deg_correlation.csv
309,12.761990,5,0.7GPa;7.4GPa;8.5GPa;10.4GPa;13.3GPa,0.00041595,0.294118,4,2,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_309_12.762deg_correlation.png,per_peak_matrices/peak_group_309_12.762deg_correlation.csv
310,12.799138,8,2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa;15.6GPa,0.00100111,0.470588,4,7,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_310_12.799deg_correlation.png,per_peak_matrices/peak_group_310_12.799deg_correlation.csv
311,12.831839,7,0.7GPa;1.3GPa;3.9GPa;6.2GPa;8.5GPa;9.8GPa;12.8GPa,0.00518557,0.411765,4,3,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_311_12.832deg_correlation.png,per_peak_matrices/peak_group_311_12.832deg_correlation.csv
312,12.857159,6,0.7GPa;6.2GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.0117177,0.352941,1,5,0,bump;matched;micro;raw;shoulder,2;5;8,per_peak_heatmaps/peak_group_312_12.857deg_correlation.png,per_peak_matrices/peak_group_312_12.857deg_correlation.csv
313,12.898443,8,0.7GPa;1GPa;1.5GPa;5GPa;6.6GPa;8.5GPa;12.8GPa;13.3GPa,0.0144088,0.470588,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_313_12.898deg_correlation.png,per_peak_matrices/peak_group_313_12.898deg_correlation.csv
314,12.913992,4,1.3GPa;1.5GPa;3.9GPa;9.8GPa,0.0141969,0.235294,2,3,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_314_12.914deg_correlation.png,per_peak_matrices/peak_group_314_12.914deg_correlation.csv
315,12.953746,4,3.9GPa;7.4GPa;10.4GPa;13.3GPa,0.00697415,0.235294,2,3,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_315_12.954deg_correlation.png,per_peak_matrices/peak_group_315_12.954deg_correlation.csv
316,12.984518,6,2.3GPa;5GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00203183,0.352941,4,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_316_12.985deg_correlation.png,per_peak_matrices/peak_group_316_12.985deg_correlation.csv
317,13.025021,3,6.2GPa;10.4GPa;13.3GPa,0.00142671,0.176471,2,1,0,micro;raw;shoulder,,per_peak_heatmaps/peak_group_317_13.025deg_correlation.png,per_peak_matrices/peak_group_317_13.025deg_correlation.csv
318,13.056941,3,0.7GPa;1GPa;6.6GPa,0.00143654,0.176471,0,3,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_318_13.057deg_correlation.png,per_peak_matrices/peak_group_318_13.057deg_correlation.csv
319,13.087343,3,2.3GPa;3.9GPa;8.5GPa,0.00162673,0.176471,2,3,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_319_13.087deg_correlation.png,per_peak_matrices/peak_group_319_13.087deg_correlation.csv
320,13.126742,5,0.7GPa;5GPa;8.5GPa;13.3GPa;15.6GPa,0.00319565,0.294118,6,1,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_320_13.127deg_correlation.png,per_peak_matrices/peak_group_320_13.127deg_correlation.csv
321,13.173823,13,0.7GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.00601679,0.764706,14,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_321_13.174deg_correlation.png,per_peak_matrices/peak_group_321_13.174deg_correlation.csv
322,13.208500,9,1.3GPa;1.5GPa;2.4GPa_decomp;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.00474383,0.529412,9,4,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_322_13.208deg_correlation.png,per_peak_matrices/peak_group_322_13.208deg_correlation.csv
323,13.226833,6,0.7GPa;2.4GPa_decomp;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.00217751,0.352941,3,3,0,bump;matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_323_13.227deg_correlation.png,per_peak_matrices/peak_group_323_13.227deg_correlation.csv
324,13.268590,7,0.7GPa;1GPa;1.3GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa,0.00201628,0.411765,4,4,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_324_13.269deg_correlation.png,per_peak_matrices/peak_group_324_13.269deg_correlation.csv
325,13.312011,6,1.3GPa;1.5GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa,0.00266608,0.352941,3,4,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_325_13.312deg_correlation.png,per_peak_matrices/peak_group_325_13.312deg_correlation.csv
326,13.351751,8,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa,0.00331355,0.470588,8,2,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_326_13.352deg_correlation.png,per_peak_matrices/peak_group_326_13.352deg_correlation.csv
327,13.384804,5,1GPa;1.3GPa;2.3GPa;6.6GPa;7.4GPa,0.00605949,0.294118,5,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_327_13.385deg_correlation.png,per_peak_matrices/peak_group_327_13.385deg_correlation.csv
328,13.410347,7,0.7GPa;1.5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;15.6GPa,0.00710913,0.411765,5,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_328_13.410deg_correlation.png,per_peak_matrices/peak_group_328_13.410deg_correlation.csv
329,13.451058,3,3.9GPa;8.5GPa;9.8GPa,0.00430048,0.176471,3,1,0,matched;micro;residual,3;5,per_peak_heatmaps/peak_group_329_13.451deg_correlation.png,per_peak_matrices/peak_group_329_13.451deg_correlation.csv
330,13.494889,4,1GPa;1.3GPa;2.3GPa;10.4GPa,0.00674542,0.235294,0,5,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_330_13.495deg_correlation.png,per_peak_matrices/peak_group_330_13.495deg_correlation.csv
331,13.547301,5,0.7GPa;1.3GPa;6.6GPa;13.3GPa;15.6GPa,0.012971,0.294118,2,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_331_13.547deg_correlation.png,per_peak_matrices/peak_group_331_13.547deg_correlation.csv
332,13.577400,3,1GPa;3.9GPa;10.4GPa,0.0148954,0.176471,2,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_332_13.577deg_correlation.png,per_peak_matrices/peak_group_332_13.577deg_correlation.csv
333,13.624605,4,1.3GPa;1.5GPa;5GPa;9.8GPa,0.0293738,0.235294,3,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_333_13.625deg_correlation.png,per_peak_matrices/peak_group_333_13.625deg_correlation.csv
334,13.654971,4,1GPa;6.6GPa;9.8GPa;15.6GPa,0.0248563,0.235294,1,3,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_334_13.655deg_correlation.png,per_peak_matrices/peak_group_334_13.655deg_correlation.csv
335,13.687771,5,0.7GPa;1GPa;2.3GPa;6.2GPa;10.4GPa,0.0291753,0.294118,5,0,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_335_13.688deg_correlation.png,per_peak_matrices/peak_group_335_13.688deg_correlation.csv
336,13.727006,8,0.7GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa,0.0221927,0.470588,5,5,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_336_13.727deg_correlation.png,per_peak_matrices/peak_group_336_13.727deg_correlation.csv
337,13.769559,8,1GPa;1.3GPa;1.5GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.0128756,0.470588,4,5,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_337_13.770deg_correlation.png,per_peak_matrices/peak_group_337_13.770deg_correlation.csv
338,13.814797,4,1.5GPa;6.6GPa;9.8GPa;12.8GPa,0.0202233,0.235294,4,1,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_338_13.815deg_correlation.png,per_peak_matrices/peak_group_338_13.815deg_correlation.csv
339,13.828375,2,6.6GPa;12.8GPa,0.0200964,0.117647,2,0,0,bump;matched;shoulder,8,per_peak_heatmaps/peak_group_339_13.828deg_correlation.png,per_peak_matrices/peak_group_339_13.828deg_correlation.csv
340,13.860063,7,0.7GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;10.4GPa,0.0154942,0.411765,2,7,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_340_13.860deg_correlation.png,per_peak_matrices/peak_group_340_13.860deg_correlation.csv
341,13.923019,5,3.9GPa;6.2GPa;6.6GPa;8.5GPa;15.6GPa,0.00389244,0.294118,1,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_341_13.923deg_correlation.png,per_peak_matrices/peak_group_341_13.923deg_correlation.csv
342,13.950580,9,0.7GPa;1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00423044,0.529412,3,8,0,bump;matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_342_13.951deg_correlation.png,per_peak_matrices/peak_group_342_13.951deg_correlation.csv
343,13.998443,4,0.7GPa;6.6GPa;10.4GPa;15.6GPa,0.00499633,0.235294,1,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_343_13.998deg_correlation.png,per_peak_matrices/peak_group_343_13.998deg_correlation.csv
344,14.030919,5,0.7GPa;1GPa;1.3GPa;5GPa;9.8GPa,0.00634334,0.294118,3,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_344_14.031deg_correlation.png,per_peak_matrices/peak_group_344_14.031deg_correlation.csv
345,14.061432,7,0.7GPa;1.5GPa;2.4GPa_decomp;6.2GPa;10.4GPa;13.3GPa;15.6GPa,0.00586916,0.411765,4,4,0,bump;matched;micro;raw;shoulder,3;8,per_peak_heatmaps/peak_group_345_14.061deg_correlation.png,per_peak_matrices/peak_group_345_14.061deg_correlation.csv
346,14.093080,5,1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa,0.0155518,0.294118,7,0,0,bump;matched;raw;residual,5;8,per_peak_heatmaps/peak_group_346_14.093deg_correlation.png,per_peak_matrices/peak_group_346_14.093deg_correlation.csv
347,14.135506,14,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0181036,0.823529,16,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_347_14.136deg_correlation.png,per_peak_matrices/peak_group_347_14.136deg_correlation.csv
348,14.174773,3,9.8GPa;12.8GPa;13.3GPa,0.0147417,0.176471,4,0,0,bump;matched;residual,5;8,per_peak_heatmaps/peak_group_348_14.175deg_correlation.png,per_peak_matrices/peak_group_348_14.175deg_correlation.csv
349,14.196527,11,0.7GPa;1.3GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00836899,0.647059,3,13,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_349_14.197deg_correlation.png,per_peak_matrices/peak_group_349_14.197deg_correlation.csv
350,14.246781,4,1GPa;1.5GPa;3.9GPa;7.4GPa,0.00696414,0.235294,2,4,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_350_14.247deg_correlation.png,per_peak_matrices/peak_group_350_14.247deg_correlation.csv
351,14.288131,3,1GPa;2.3GPa;6.6GPa,0.00430791,0.176471,2,2,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_351_14.288deg_correlation.png,per_peak_matrices/peak_group_351_14.288deg_correlation.csv
352,14.328387,4,5GPa;10.4GPa;13.3GPa;15.6GPa,0.00131506,0.235294,5,0,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_352_14.328deg_correlation.png,per_peak_matrices/peak_group_352_14.328deg_correlation.csv
353,14.376814,5,0.7GPa;5GPa;6.2GPa;6.6GPa;10.4GPa,0.00160973,0.294118,6,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_353_14.377deg_correlation.png,per_peak_matrices/peak_group_353_14.377deg_correlation.csv
354,14.403126,3,1.5GPa;10.4GPa;15.6GPa,0.00127527,0.176471,2,1,0,bump;micro;raw;shoulder,,per_peak_heatmaps/peak_group_354_14.403deg_correlation.png,per_peak_matrices/peak_group_354_14.403deg_correlation.csv
355,14.460645,5,1GPa;2.3GPa;5GPa;13.3GPa;15.6GPa,0.0167156,0.294118,4,2,0,matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_355_14.461deg_correlation.png,per_peak_matrices/peak_group_355_14.461deg_correlation.csv
356,14.486595,8,1GPa;1.3GPa;3.9GPa;6.2GPa;6.6GPa;10.4GPa;13.3GPa;15.6GPa,0.0423474,0.470588,5,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_356_14.487deg_correlation.png,per_peak_matrices/peak_group_356_14.487deg_correlation.csv
357,14.525284,4,1.5GPa;2.4GPa_decomp;7.4GPa;13.3GPa,0.0549271,0.235294,4,1,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_357_14.525deg_correlation.png,per_peak_matrices/peak_group_357_14.525deg_correlation.csv
358,14.543351,5,2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;13.3GPa,0.053175,0.294118,2,3,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_358_14.543deg_correlation.png,per_peak_matrices/peak_group_358_14.543deg_correlation.csv
359,14.589767,4,2.3GPa;3.9GPa;8.5GPa;9.8GPa,0.0545821,0.235294,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_359_14.590deg_correlation.png,per_peak_matrices/peak_group_359_14.590deg_correlation.csv
360,14.607573,7,1GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa,0.0544624,0.411765,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_360_14.608deg_correlation.png,per_peak_matrices/peak_group_360_14.608deg_correlation.csv
361,14.645699,4,0.7GPa;2.3GPa;3.9GPa;12.8GPa,0.0410353,0.235294,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_361_14.646deg_correlation.png,per_peak_matrices/peak_group_361_14.646deg_correlation.csv
362,14.684595,2,1.5GPa;6.6GPa,0.020893,0.117647,0,3,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_362_14.685deg_correlation.png,per_peak_matrices/peak_group_362_14.685deg_correlation.csv
363,14.704957,4,1.3GPa;3.9GPa;10.4GPa;15.6GPa,0.0142723,0.235294,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_363_14.705deg_correlation.png,per_peak_matrices/peak_group_363_14.705deg_correlation.csv
364,14.746793,6,0.7GPa;1GPa;3.9GPa;5GPa;10.4GPa;13.3GPa,0.0108163,0.352941,6,0,0,matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_364_14.747deg_correlation.png,per_peak_matrices/peak_group_364_14.747deg_correlation.csv
365,14.767833,3,1GPa;5GPa;13.3GPa,0.0238154,0.176471,4,0,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_365_14.768deg_correlation.png,per_peak_matrices/peak_group_365_14.768deg_correlation.csv
366,14.811073,6,1GPa;1.3GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa,0.0293196,0.352941,4,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_366_14.811deg_correlation.png,per_peak_matrices/peak_group_366_14.811deg_correlation.csv
367,14.856921,5,0.7GPa;1GPa;1.5GPa;7.4GPa;15.6GPa,0.0171848,0.294118,3,2,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_367_14.857deg_correlation.png,per_peak_matrices/peak_group_367_14.857deg_correlation.csv
368,14.874469,6,1.3GPa;1.5GPa;3.9GPa;7.4GPa;10.4GPa;13.3GPa,0.0106059,0.352941,4,3,0,matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_368_14.874deg_correlation.png,per_peak_matrices/peak_group_368_14.874deg_correlation.csv
369,14.907328,3,8.5GPa;10.4GPa;12.8GPa,0.0052135,0.176471,2,1,0,bump;matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_369_14.907deg_correlation.png,per_peak_matrices/peak_group_369_14.907deg_correlation.csv
370,14.953430,4,2.3GPa;9.8GPa;12.8GPa;15.6GPa,0.00810056,0.235294,6,2,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_370_14.953deg_correlation.png,per_peak_matrices/peak_group_370_14.953deg_correlation.csv
371,14.992362,2,3.9GPa;9.8GPa,0.0059404,0.117647,2,1,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_371_14.992deg_correlation.png,per_peak_matrices/peak_group_371_14.992deg_correlation.csv
372,15.021803,4,0.7GPa;1GPa;1.5GPa;10.4GPa,0.00522294,0.235294,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_372_15.022deg_correlation.png,per_peak_matrices/peak_group_372_15.022deg_correlation.csv
373,15.058301,6,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa,0.0068944,0.352941,4,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_373_15.058deg_correlation.png,per_peak_matrices/peak_group_373_15.058deg_correlation.csv
374,15.089471,3,2.4GPa_decomp;5GPa;15.6GPa,0.00913377,0.176471,5,0,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_374_15.089deg_correlation.png,per_peak_matrices/peak_group_374_15.089deg_correlation.csv
